,palavra,doc|ocorrencia
1302,viver,"[(6, 1), (10, 2), (25, 1), (36, 1), (59, 1), (80, 1), (87, 5), (112, 1), (154, 3), (157, 1), (158, 3), (161, 1), (166, 3), (171, 1), (172, 1), (173, 1), (177, 1), (178, 1), (195, 1), (197, 3), (249, 3)]"
1303,esbarrar,"[(6, 1)]"
1304,senhoras,"[(6, 1)]"
1305,imagina,"[(6, 1), (32, 1), (149, 1), (171, 1)]"
1306,quero,"[(6, 3), (14, 3), (25, 1), (26, 1), (45, 1), (49, 1), (58, 1), (63, 1), (69, 1), (93, 2), (99, 1), (102, 1), (122, 1), (158, 1), (160, 1), (195, 2), (216, 1), (222, 1), (230, 1), (235, 1), (239, 2), (249, 4)]"
1307,vingança,"[(6, 1), (174, 1)]"
1308,fizeram,"[(6, 1), (18, 1), (25, 2), (63, 1), (65, 1), (69, 1), (72, 1), (82, 1), (84, 1), (95, 1), (109, 1), (114, 1), (116, 1), (120, 1), (146, 2), (154, 1), (158, 1), (166, 2), (178, 1), (202, 1), (203, 1), (207, 3), (211, 1), (216, 1), (218, 1), (229, 1), (230, 1), (241, 1), (243, 1), (245, 1), (249, 3)]"
1309,irmãos,"[(6, 1), (97, 1), (114, 2), (176, 1), (177, 1), (178, 1), (184, 1), (197, 1), (203, 2), (245, 1)]"
1310,túmulo,"[(6, 1), (14, 1), (166, 1)]"
1311,depositar,"[(6, 1), (158, 1)]"
1312,flores,"[(6, 1), (15, 1), (103, 3), (158, 1), (166, 1), (200, 1), (238, 1)]"
1313,chorar,"[(6, 1), (14, 1), (151, 1), (166, 2), (180, 1), (195, 1)]"
1314,sequestro,"[(6, 2), (7, 1), (65, 1), (166, 1), (224, 5)]"
1315,crime,"[(6, 1), (7, 10), (10, 1), (41, 1), (66, 5), (104, 1), (112, 2), (113, 2), (146, 1), (150, 1), (151, 14), (166, 10), (189, 1), (207, 1), (214, 2), (223, 3), (227, 2), (230, 1), (241, 3)]"
1316,prescreve,"[(6, 1)]"
1317,quiçá,"[(6, 1)]"
1318,trata,"[(6, 1), (19, 1), (25, 3), (29, 1), (31, 2), (36, 2), (43, 1), (59, 1), (60, 1), (66, 1), (69, 1), (96, 1), (105, 1), (110, 1), (125, 1), (130, 2), (137, 1), (140, 1), (151, 1), (152, 4), (157, 1), (163, 1), (165, 2), (166, 2), (189, 1), (199, 1), (201, 1), (207, 1), (210, 2), (211, 1), (225, 1), (229, 1), (237, 1), (239, 2), (245, 1), (247, 1), (248, 2), (249, 1)]"
1319,comentados,"[(6, 1)]"
1320,relatório,"[(6, 1), (23, 2), (61, 2), (66, 2), (69, 2), (78, 1), (87, 1), (94, 2), (96, 2), (99, 1), (123, 4), (132, 1), (138, 1), (142, 1), (163, 1), (169, 2), (194, 1), (207, 1), (218, 1), (223, 1), (227, 2), (231, 1), (241, 1)]"
1321,final,"[(6, 2), (7, 2), (8, 1), (9, 1), (12, 1), (13, 1), (21, 2), (22, 1), (26, 1), (30, 1), (32, 1), (34, 1), (35, 1), (36, 1), (38, 2), (41, 2), (43, 1), (44, 1), (48, 1), (49, 1), (50, 1), (51, 1), (53, 2), (54, 5), (56, 3), (60, 1), (63, 3), (66, 2), (67, 3), (71, 1), (72, 1), (74, 2), (90, 1), (91, 1), (93, 1), (95, 1), (104, 2), (106, 2), (107, 1), (108, 2), (114, 2), (122, 2), (129, 1), (134, 1), (135, 1), (138, 1), (139, 2), (142, 1), (151, 1), (152, 1), (154, 1), (158, 2), (169, 1), (175, 1), (181, 1), (182, 1), (183, 1), (184, 1), (186, 1), (188, 1), (192, 1), (193, 1), (197, 2), (198, 4), (203, 1), (207, 1), (212, 1), (222, 1), (223, 2), (229, 1), (232, 1), (237, 1), (242, 1), (244, 2), (249, 1)]"
1322,comissão,"[(6, 1), (29, 1), (37, 1), (97, 1), (103, 1), (115, 3), (121, 1), (125, 1), (151, 1), (169, 1), (188, 1), (205, 1), (209, 5), (213, 4), (215, 3), (218, 2), (222, 1), (225, 2), (227, 2), (231, 3), (233, 2), (235, 2), (238, 2), (240, 1), (242, 1), (248, 1)]"
1323,araguaia,"[(6, 5), (95, 1), (166, 1), (208, 1)]"
1324,aprofundar,"[(6, 1), (239, 1)]"
1325,onze,"[(6, 1), (55, 1), (192, 1), (198, 1)]"
1326,encontradas,"[(6, 1), (157, 1), (194, 1), (207, 1)]"
1327,relacionadas,"[(6, 1), (60, 2), (148, 1), (203, 1), (217, 1), (221, 2), (226, 1)]"
1328,filhos,"[(6, 3), (9, 4), (13, 1), (16, 1), (25, 1), (39, 1), (59, 1), (65, 2), (80, 1), (110, 2), (114, 1), (123, 1), (124, 1), (147, 3), (151, 3), (158, 2), (161, 2), (164, 1), (166, 3), (177, 2), (178, 1), (196, 2), (197, 1), (198, 2), (203, 1), (204, 1), (207, 1), (217, 1), (223, 1), (229, 1), (240, 1), (245, 1), (249, 19)]"
1329,guerrilheiros,"[(6, 1), (29, 1), (63, 2)]"
1330,camponeses,"[(6, 2), (16, 2), (93, 2), (199, 1)]"
1331,ligados,"[(6, 1), (7, 1), (25, 1), (138, 1), (207, 1), (230, 1), (239, 1)]"
1332,oposição,"[(6, 1), (7, 1), (42, 1), (69, 1), (84, 8), (88, 2), (95, 1), (98, 1), (104, 1), (106, 1), (124, 1), (165, 1), (166, 5), (168, 1), (173, 1), (204, 2), (209, 2), (210, 1), (213, 2), (218, 1), (225, 2), (229, 1), (235, 1), (238, 1), (240, 1), (248, 4)]"
1333,amazônia,"[(6, 1), (105, 1), (151, 3), (155, 1)]"
1334,juracy,"[(6, 3)]"
1335,bezerra,"[(6, 1)]"
1336,oliveira,"[(6, 1), (59, 1), (149, 1), (162, 1), (194, 1), (207, 4), (228, 1)]"
1337,seis,"[(6, 1), (10, 1), (24, 1), (29, 1), (45, 1), (46, 2), (52, 1), (55, 1), (56, 2), (58, 1), (60, 1), (61, 1), (68, 1), (69, 2), (77, 1), (80, 2), (84, 3), (96, 2), (99, 2), (108, 1), (111, 1), (112, 1), (115, 2), (117, 1), (118, 1), (119, 1), (123, 2), (124, 2), (126, 1), (127, 1), (130, 1), (133, 2), (137, 2), (139, 3), (140, 1), (143, 1), (151, 1), (158, 2), (161, 1), (162, 2), (170, 1), (175, 1), (181, 1), (184, 1), (191, 1), (194, 1), (196, 2), (203, 3), (212, 1), (215, 1), (217, 1), (218, 1), (222, 1), (225, 1), (226, 1), (236, 1), (238, 1), (239, 1), (240, 1), (244, 1), (245, 1), (249, 1)]"
1338,confundido,"[(6, 1)]"
1339,líder,"[(6, 1), (8, 1), (26, 1), (34, 1), (46, 1), (49, 1), (64, 1), (69, 2), (82, 1), (83, 1), (90, 2), (91, 1), (95, 2), (101, 1), (105, 1), (106, 3), (107, 2), (122, 1), (124, 1), (137, 1), (150, 1), (151, 1), (152, 1), (165, 1), (181, 1), (185, 1), (189, 1), (204, 1), (205, 6), (209, 2), (213, 1), (225, 3), (235, 3), (246, 1), (249, 1)]"
1340,guerrilheiro,"[(6, 1), (63, 2), (104, 1)]"
1341,semelhanças,"[(6, 1), (89, 1), (143, 1), (165, 1)]"
1342,idade,"[(6, 2), (11, 1), (33, 1), (37, 3), (45, 3), (47, 2), (55, 1), (58, 1), (59, 1), (103, 1), (109, 1), (129, 1), (140, 3), (141, 1), (159, 1), (161, 1), (163, 1), (183, 4), (184, 1), (185, 1), (194, 2), (197, 1), (217, 1), (229, 1), (240, 2), (248, 1), (249, 2)]"
1343,aproximada,"[(6, 1), (162, 2), (232, 1)]"
1344,tez,"[(6, 1)]"
1345,morena,"[(6, 1)]"
1346,levado,"[(6, 3), (106, 2), (198, 1), (214, 1), (223, 1), (226, 1), (247, 1)]"
1347,fortaleza,"[(6, 1), (238, 1)]"
1348,tenente,"[(6, 1), (42, 1), (104, 1), (233, 1)]"
1349,antônio,"[(6, 2), (7, 1), (47, 1), (115, 1), (162, 1), (207, 1), (235, 1)]"
1350,essilio,"[(6, 1)]"
1351,azevedo,"[(6, 1), (25, 1), (115, 1)]"
1352,costa,"[(6, 1), (38, 2), (42, 1), (94, 1), (122, 1), (133, 1), (183, 2), (194, 2), (206, 2), (211, 1), (214, 1)]"
1353,registrou,"[(6, 1), (28, 1), (98, 1), (125, 1), (138, 1), (142, 1), (169, 2), (214, 1), (230, 1), (240, 1)]"
1354,cartório,"[(6, 1)]"
1355,voltou,"[(6, 1), (10, 1), (42, 1), (47, 1), (51, 1), (57, 1), (63, 1), (65, 1), (68, 1), (73, 2), (74, 1), (79, 1), (90, 1), (93, 1), (114, 1), (115, 1), (116, 2), (119, 2), (125, 1), (152, 1), (177, 1), (187, 1), (195, 2), (197, 2), (198, 1), (201, 1), (205, 2), (207, 1), (216, 1), (217, 1), (232, 1), (233, 1), (238, 1), (244, 2), (249, 2)]"
1356,miracy,"[(6, 1)]"
1357,sido,"[(6, 1), (11, 1), (16, 2), (18, 1), (19, 2), (25, 1), (29, 1), (32, 1), (33, 1), (37, 2), (63, 7), (65, 1), (73, 1), (75, 2), (76, 1), (77, 1), (78, 1), (80, 1), (84, 1), (86, 1), (88, 1), (93, 1), (100, 1), (107, 1), (108, 1), (112, 1), (123, 1), (124, 1), (125, 1), (135, 1), (137, 1), (147, 1), (151, 3), (152, 1), (154, 1), (155, 2), (160, 1), (162, 2), (164, 2), (165, 1), (166, 1), (174, 2), (181, 1), (183, 1), (184, 2), (188, 1), (191, 1), (193, 1), (194, 1), (197, 6), (198, 2), (202, 3), (208, 2), (209, 1), (210, 1), (213, 1), (214, 1), (215, 2), (216, 1), (217, 1), (219, 1), (221, 1), (224, 1), (225, 2), (227, 1), (229, 1), (230, 1), (239, 1), (240, 1), (242, 1), (244, 2), (249, 1)]"
1358,jamais,"[(6, 1), (166, 1), (173, 2), (195, 1), (196, 1), (198, 1), (199, 1), (202, 1), (249, 1)]"
1359,reencontraram,"[(6, 1)]"
1360,mágoa,"[(6, 1)]"
1361,investigativo,"[(6, 1)]"
1362,capítulo,"[(6, 1), (30, 1), (175, 1), (209, 1), (215, 1)]"
1363,invisível,"[(6, 1), (107, 1)]"
1364,josé,"[(6, 5), (47, 1), (60, 1), (63, 2), (70, 1), (76, 3), (95, 1), (104, 4), (112, 2), (125, 2), (126, 1), (137, 1), (138, 1), (149, 1), (162, 1), (175, 1), (193, 2), (202, 1), (204, 1), (205, 1), (215, 2), (216, 1), (230, 1), (240, 1), (241, 1)]"
1365,vieira,"[(6, 3), (115, 6), (151, 1), (207, 1), (233, 1)]"
1366,wilson,"[(6, 1), (151, 1), (158, 1)]"
1367,brito,"[(6, 1)]"
1368,feitosa,"[(6, 1)]"
1369,ribamar,"[(6, 1)]"
1370,osniel,"[(6, 1)]"
1371,ferreira,"[(6, 1), (194, 3), (207, 1)]"
1372,sebastião,"[(6, 1)]"
1373,santana,"[(6, 1), (13, 3), (230, 1)]"
1374,adolescentes,"[(6, 1), (76, 2), (94, 1), (118, 1), (150, 1), (214, 2), (239, 1), (242, 5)]"
1375,região,"[(6, 1), (7, 1), (23, 1), (25, 1), (26, 1), (32, 2), (33, 1), (61, 1), (65, 1), (70, 1), (86, 1), (87, 2), (95, 1), (101, 1), (120, 1), (123, 2), (133, 2), (138, 1), (150, 1), (151, 2), (177, 1), (179, 1), (199, 1), (202, 1), (206, 1), (208, 1), (217, 4), (220, 1), (223, 1), (226, 1), (230, 1), (241, 1), (245, 2), (246, 1)]"
1376,presos,"[(6, 2), (95, 1), (104, 1), (114, 1), (138, 1), (151, 2), (162, 1), (164, 1), (202, 1), (207, 1), (223, 1), (224, 2), (230, 1), (241, 1)]"
1377,enviados,"[(6, 1), (97, 1), (99, 1)]"
1378,luiz,"[(6, 1), (7, 1), (26, 1), (47, 2), (115, 1), (149, 1), (165, 1), (215, 2), (224, 2), (227, 1), (234, 1), (236, 1)]"
1379,agricultor,"[(6, 1), (230, 1)]"
1380,assassinado,"[(6, 1), (7, 1), (19, 1), (73, 1), (93, 1), (114, 1), (151, 1), (169, 1)]"
1381,capturado,"[(6, 1), (184, 1), (197, 1)]"
1382,registrado,"[(6, 1), (34, 1), (127, 1)]"
1383,centro,"[(6, 1), (7, 2), (8, 1), (14, 1), (23, 1), (26, 1), (29, 1), (30, 2), (33, 1), (36, 1), (41, 2), (45, 2), (47, 1), (65, 1), (69, 3), (70, 1), (71, 1), (76, 1), (80, 1), (84, 1), (94, 1), (95, 2), (103, 1), (105, 1), (108, 1), (110, 1), (111, 1), (125, 1), (138, 1), (139, 2), (146, 1), (151, 1), (160, 1), (166, 1), (168, 1), (173, 1), (179, 1), (188, 1), (195, 1), (216, 1), (221, 1), (223, 2), (232, 1), (234, 2), (247, 1)]"
1384,cie,"[(6, 1), (7, 1)]"
1385,reunidos,"[(6, 1), (16, 1)]"
1386,comprovam,"[(6, 1), (204, 1)]"
1387,torturado,"[(6, 1), (114, 2), (169, 1), (182, 1)]"
1388,bacaba,"[(6, 1)]"
1389,rodovia,"[(6, 1), (241, 1), (249, 2)]"
1390,transamazônica,"[(6, 1)]"
1391,quartel,"[(6, 1), (99, 1), (135, 1)]"
1392,general,"[(6, 1), (19, 1), (25, 2), (63, 1), (65, 3), (99, 1), (115, 5), (135, 1), (151, 2), (166, 4), (205, 2), (208, 3), (225, 1), (238, 1), (240, 1)]"
1393,belém,"[(6, 1), (238, 1)]"
1394,pará,"[(6, 1), (148, 1), (151, 3)]"
1395,mês,"[(6, 1), (8, 1), (32, 1), (36, 2), (41, 1), (45, 1), (54, 1), (56, 1), (63, 1), (64, 1), (65, 3), (86, 1), (93, 1), (95, 1), (96, 1), (99, 1), (106, 1), (108, 2), (115, 2), (119, 2), (127, 1), (135, 1), (138, 2), (139, 1), (143, 1), (151, 2), (187, 1), (189, 1), (190, 1), (197, 1), (207, 2), (212, 1), (220, 1), (223, 1), (226, 2), (232, 2), (241, 1), (242, 1), (249, 4)]"
1396,transferido,"[(6, 1)]"
1397,altamira,"[(6, 1)]"
1398,acabou,"[(6, 1), (7, 3), (28, 1), (29, 1), (36, 1), (74, 1), (103, 1), (109, 1), (112, 1), (119, 2), (129, 1), (135, 2), (162, 1), (164, 3), (170, 1), (175, 1), (180, 1), (201, 1), (202, 1), (206, 1), (217, 1), (219, 1), (224, 2), (248, 1)]"
1399,forçosamente,"[(6, 1), (165, 1)]"
1400,incorporado,"[(6, 1), (32, 1), (78, 1), (158, 1)]"
1401,tornou,"[(6, 1), (9, 1), (13, 1), (18, 1), (19, 2), (23, 1), (29, 1), (32, 1), (34, 1), (41, 1), (45, 1), (55, 1), (56, 1), (57, 1), (65, 1), (69, 1), (86, 1), (88, 1), (90, 1), (93, 1), (95, 1), (102, 1), (103, 1), (104, 1), (105, 1), (107, 2), (109, 1), (110, 1), (111, 1), (114, 1), (115, 1), (129, 1), (137, 1), (151, 1), (153, 1), (166, 1), (168, 2), (177, 1), (184, 2), (189, 1), (193, 2), (197, 3), (212, 1), (235, 1), (238, 1), (244, 1)]"
1402,oficialmente,"[(6, 1), (19, 1), (56, 1), (77, 1), (91, 1), (121, 1), (166, 2), (195, 1), (207, 1), (209, 1), (214, 1), (218, 1), (224, 1), (246, 1)]"
1403,soldado,"[(6, 1), (31, 2), (65, 1), (151, 1), (245, 2)]"
1404,batalhão,"[(6, 1)]"
1405,infantaria,"[(6, 1), (65, 2)]"
1406,selva,"[(6, 1)]"
1407,certificado,"[(6, 1), (76, 2), (242, 1)]"
1408,reservista,"[(6, 1)]"
1409,ponta,"[(6, 1), (7, 1), (45, 1), (57, 2), (67, 1), (111, 1), (115, 1), (125, 2), (130, 1), (166, 1)]"
1410,iceberg,"[(6, 1), (125, 1)]"
1411,começar,"[(6, 1), (14, 1), (32, 1), (70, 2), (78, 1), (82, 2), (89, 1), (96, 1), (109, 1), (130, 1), (141, 1), (145, 1), (157, 1), (196, 1), (203, 1), (239, 1)]"
1412,editar,"[(6, 1), (149, 1)]"
1413,quais,"[(6, 1), (7, 1), (10, 1), (13, 1), (17, 1), (20, 1), (22, 1), (26, 1), (29, 1), (34, 2), (36, 1), (46, 1), (60, 1), (63, 2), (65, 1), (69, 2), (73, 2), (75, 1), (82, 1), (83, 1), (86, 1), (94, 1), (102, 4), (103, 1), (105, 1), (112, 1), (114, 1), (117, 1), (125, 4), (134, 1), (136, 2), (139, 1), (148, 2), (152, 3), (153, 1), (163, 1), (166, 1), (170, 1), (173, 1), (182, 1), (186, 1), (188, 1), (191, 1), (194, 2), (197, 2), (205, 1), (211, 1), (214, 2), (221, 1), (223, 1), (226, 2), (239, 1), (243, 1), (245, 2), (247, 1), (249, 2)]"
1414,acesso,"[(6, 1), (9, 1), (19, 1), (22, 1), (23, 1), (29, 1), (30, 1), (36, 2), (63, 2), (70, 3), (93, 1), (99, 1), (110, 3), (111, 1), (124, 4), (130, 4), (131, 1), (141, 2), (142, 1), (146, 1), (147, 2), (148, 1), (153, 1), (173, 1), (179, 6), (185, 2), (202, 1), (204, 1), (207, 1), (210, 1), (214, 1), (219, 1), (220, 1), (227, 1), (236, 1), (244, 1)]"
1415,nenhuma,"[(6, 1), (9, 1), (12, 1), (19, 1), (25, 1), (32, 1), (34, 1), (63, 1), (68, 1), (75, 1), (82, 2), (84, 1), (88, 1), (90, 1), (92, 2), (106, 1), (107, 1), (112, 1), (120, 1), (121, 1), (125, 1), (133, 1), (150, 1), (158, 1), (162, 1), (163, 1), (165, 1), (166, 1), (168, 1), (170, 1), (173, 1), (181, 1), (185, 1), (195, 1), (197, 1), (206, 1), (214, 1), (217, 1), (219, 2), (222, 1), (224, 1), (228, 1), (229, 1), (242, 2), (244, 1), (246, 1), (249, 2)]"
1416,aberta,"[(6, 1), (62, 1), (125, 3), (130, 1), (143, 1), (153, 3), (165, 1), (183, 1), (187, 1), (195, 1), (233, 1), (248, 1)]"
1417,divulgação,"[(6, 1), (19, 1), (69, 1), (75, 1), (117, 1), (182, 1), (214, 1), (226, 1), (229, 1)]"
1418,procuraram,"[(6, 2), (179, 1)]"
1419,haver,"[(6, 1), (7, 1), (32, 2), (75, 1), (86, 1), (89, 2), (122, 1), (124, 1), (129, 1), (137, 1), (167, 1), (173, 1), (211, 1), (214, 1), (240, 1)]"
1420,parecido,"[(6, 2), (25, 1), (53, 1), (63, 3), (166, 1), (181, 1), (182, 1), (215, 1)]"
1421,investigar,"[(6, 1), (60, 1), (151, 1), (165, 1), (171, 1), (181, 1), (207, 1), (214, 1)]"
1422,sequestros,"[(6, 1), (95, 1), (165, 1)]"
1423,surgiram,"[(6, 1), (66, 1), (181, 1)]"
1424,primeiras,"[(6, 1), (17, 1), (66, 1), (69, 1), (96, 1), (101, 1), (107, 1), (109, 1), (143, 1), (170, 1), (187, 1), (191, 1), (194, 1), (197, 1), (201, 1), (236, 1)]"
1425,possível,"[(6, 1), (14, 1), (15, 2), (29, 1), (33, 1), (39, 1), (46, 1), (47, 1), (59, 1), (60, 1), (63, 5), (66, 3), (70, 1), (75, 1), (76, 2), (82, 1), (84, 1), (87, 1), (93, 1), (100, 1), (103, 1), (106, 2), (107, 1), (108, 1), (111, 1), (133, 2), (134, 1), (137, 1), (138, 2), (141, 1), (143, 1), (145, 1), (149, 1), (151, 7), (154, 1), (158, 1), (164, 1), (165, 1), (166, 6), (171, 1), (172, 2), (173, 1), (189, 1), (192, 1), (198, 1), (199, 1), (201, 1), (202, 1), (203, 1), (206, 1), (211, 5), (217, 1), (221, 1), (222, 1), (230, 1), (235, 1), (248, 2)]"
1426,feito,"[(6, 1), (10, 1), (16, 1), (25, 1), (29, 1), (31, 1), (37, 1), (64, 1), (66, 1), (69, 1), (77, 1), (84, 1), (86, 1), (87, 1), (92, 1), (104, 1), (107, 1), (113, 1), (122, 1), (124, 2), (127, 1), (129, 1), (137, 2), (139, 1), (143, 1), (145, 2), (147, 1), (151, 1), (154, 1), (157, 1), (165, 2), (166, 1), (180, 1), (189, 1), (195, 1), (202, 1), (203, 4), (205, 1), (207, 1), (211, 2), (215, 1), (217, 3), (220, 2), (222, 1), (223, 3), (227, 1), (237, 1), (238, 1), (239, 2), (244, 1), (246, 2)]"
1427,pequenos,"[(6, 1), (7, 2), (15, 1), (16, 1), (32, 1), (60, 1), (89, 1), (125, 2), (147, 1), (151, 1), (188, 1), (193, 1), (197, 1), (216, 1), (217, 1)]"
1428,revolucionários,"[(6, 1), (16, 1), (111, 1)]"
1429,consideradas,"[(6, 1), (12, 1), (156, 1), (206, 1)]"
1430,puras,"[(6, 1), (244, 1)]"
1431,livres,"[(6, 1), (79, 1), (88, 1), (106, 1), (150, 1), (199, 1), (211, 1)]"
1432,ideologias,"[(6, 1), (174, 1), (228, 1)]"
1433,deveriam,"[(6, 2), (11, 1), (36, 1), (43, 1), (45, 1), (65, 1), (79, 1), (92, 1), (104, 1), (108, 1), (115, 1), (117, 1), (135, 1), (151, 4), (166, 1), (216, 1), (241, 1), (244, 1)]"
1434,entregues,"[(6, 1), (69, 1), (143, 2), (162, 1)]"
1435,boas,"[(6, 1), (19, 1), (69, 1), (82, 1), (94, 1), (111, 1), (123, 2), (137, 1), (138, 1), (195, 1), (203, 1), (230, 1), (243, 2), (248, 1), (249, 1)]"
1436,cuidassem,"[(6, 1)]"
1437,acima,"[(6, 1), (7, 1), (18, 2), (22, 1), (23, 2), (24, 1), (28, 1), (37, 1), (46, 1), (61, 2), (68, 1), (70, 1), (82, 2), (86, 1), (96, 1), (109, 1), (111, 1), (113, 1), (123, 2), (128, 1), (130, 2), (150, 1), (151, 2), (164, 1), (166, 1), (208, 1), (230, 1), (244, 1)]"
1438,dessa,"[(6, 1), (7, 1), (14, 1), (16, 2), (23, 1), (25, 1), (32, 1), (33, 2), (34, 1), (36, 1), (39, 1), (56, 1), (63, 3), (69, 1), (70, 1), (84, 2), (92, 1), (93, 1), (97, 1), (101, 1), (112, 1), (125, 1), (129, 1), (142, 1), (151, 1), (160, 1), (162, 2), (166, 2), (167, 1), (175, 1), (177, 1), (178, 1), (182, 1), (183, 1), (184, 1), (195, 1), (198, 1), (199, 1), (203, 2), (211, 2), (217, 1), (224, 1), (229, 1), (235, 1), (248, 3), (249, 1)]"
1439,morrer,"[(6, 1), (112, 3), (161, 1), (194, 1), (197, 1), (226, 1)]"
1440,exatamente,"[(6, 1), (18, 1), (23, 1), (45, 1), (59, 1), (63, 1), (69, 1), (82, 1), (89, 1), (121, 1), (166, 1), (189, 1), (208, 1), (211, 3), (248, 1)]"
1441,quanto,"[(6, 1), (11, 1), (12, 1), (19, 1), (23, 1), (26, 1), (28, 1), (32, 2), (33, 1), (34, 3), (46, 1), (55, 1), (58, 1), (59, 1), (60, 1), (63, 1), (65, 3), (69, 3), (75, 1), (92, 1), (103, 1), (108, 2), (111, 1), (119, 1), (122, 1), (123, 1), (125, 3), (129, 1), (133, 1), (135, 1), (137, 1), (140, 1), (142, 1), (143, 2), (145, 1), (147, 1), (150, 4), (151, 4), (152, 1), (153, 1), (154, 1), (162, 1), (165, 1), (166, 3), (167, 1), (173, 1), (180, 1), (182, 2), (183, 1), (184, 3), (189, 2), (190, 2), (196, 1), (198, 1), (202, 1), (210, 1), (211, 1), (229, 1), (230, 1)]"
1442,autoridades,"[(6, 1), (21, 1), (24, 1), (46, 1), (61, 1), (65, 1), (75, 2), (76, 2), (80, 2), (97, 1), (122, 1), (125, 1), (126, 1), (134, 1), (135, 1), (146, 1), (153, 1), (175, 1), (181, 1), (197, 1), (207, 1), (214, 2), (223, 2), (246, 2)]"
1443,quiseram,"[(6, 1), (129, 1), (181, 1), (213, 1), (225, 1)]"
1444,manifestar,"[(6, 1), (164, 1), (212, 1), (215, 1), (241, 1)]"
1445,acerca,"[(6, 1), (173, 2)]"
1446,identidades,"[(6, 1), (151, 2)]"
1447,roubadas,"[(6, 1), (188, 1)]"
1448,vivem,"[(6, 1), (10, 1), (33, 1), (41, 2), (69, 1), (84, 1), (89, 2), (94, 1), (130, 2), (140, 1), (152, 1), (157, 1), (166, 1)]"
1449,desconhecido,"[(6, 1), (46, 1), (69, 1)]"
1450,trajetória,"[(7, 1), (153, 1), (166, 1), (223, 1)]"
1451,similar,"[(7, 1), (22, 1), (88, 1), (107, 1), (110, 1), (111, 1)]"
1452,agentes,"[(7, 4), (65, 1), (106, 1), (112, 1), (138, 1), (151, 4), (166, 2), (173, 1), (223, 1), (241, 1)]"
1453,capitão,"[(7, 2), (38, 1), (57, 5), (115, 2), (149, 5), (151, 3), (164, 1), (166, 1), (172, 2), (174, 1), (204, 1), (207, 1), (208, 2), (216, 1), (223, 2), (237, 1)]"
1454,aílton,"[(7, 1)]"
1455,jorge,"[(7, 1), (42, 1), (76, 1), (92, 1), (93, 1), (104, 2), (158, 1), (169, 1), (183, 2), (207, 13), (227, 1), (247, 1)]"
1456,malhães,"[(7, 2)]"
1457,policial,"[(7, 3), (14, 1), (65, 2), (105, 1), (113, 4), (151, 2), (204, 1), (217, 1), (230, 1), (238, 1), (239, 2), (241, 1)]"
1458,civil,"[(7, 2), (19, 2), (29, 2), (37, 1), (65, 2), (97, 1), (99, 1), (100, 1), (104, 2), (127, 1), (133, 1), (139, 1), (150, 1), (151, 5), (158, 1), (165, 1), (166, 1), (168, 2), (173, 1), (175, 1), (207, 1), (213, 1), (221, 1), (223, 1), (225, 1), (227, 1), (230, 1), (235, 1), (240, 1)]"
1459,cláudio,"[(7, 1), (115, 2), (224, 1)]"
1460,azeredo,"[(7, 1)]"
1461,vianna,"[(7, 1), (183, 1)]"
1462,delegado,"[(7, 1), (93, 1), (151, 1), (162, 1), (205, 1), (209, 1), (223, 2), (230, 5), (235, 1)]"
1463,mauro,"[(7, 1), (168, 1)]"
1464,fernando,"[(7, 1), (13, 1), (15, 1), (115, 1), (140, 1), (175, 1), (200, 1), (201, 1), (204, 1), (207, 2), (217, 2), (223, 1), (227, 2)]"
1465,magalhães,"[(7, 2), (115, 1), (151, 1), (168, 1), (235, 1)]"
1466,personagens,"[(7, 3), (10, 2), (13, 1), (63, 1), (152, 1), (169, 1), (175, 1), (176, 1), (187, 2), (189, 3), (198, 1), (200, 1)]"
1467,jornalistas,"[(7, 1), (15, 1), (16, 1), (37, 1), (59, 1), (63, 1), (76, 1), (79, 1), (88, 1), (151, 1), (154, 1), (162, 1), (172, 2), (185, 2), (197, 1), (212, 1), (218, 1), (224, 1), (229, 2)]"
1468,aloy,"[(7, 1)]"
1469,jupiara,"[(7, 7)]"
1470,chico,"[(7, 1), (42, 1), (61, 1), (191, 2)]"
1471,otavio,"[(7, 1)]"
1472,escalados,"[(7, 1)]"
1473,chumbo,"[(7, 1), (165, 1), (172, 1), (208, 1), (223, 1), (238, 2)]"
1474,sobretudo,"[(7, 1), (9, 1), (12, 1), (22, 1), (32, 3), (57, 1), (70, 1), (76, 1), (77, 1), (78, 1), (86, 1), (87, 1), (92, 1), (107, 1), (121, 1), (129, 1), (132, 1), (137, 1), (167, 1), (168, 1), (174, 1), (175, 1), (193, 2), (210, 1), (221, 1), (242, 1), (243, 1), (248, 1), (249, 1)]"
1475,treinados,"[(7, 1), (99, 1), (175, 1)]"
1476,perseguir,"[(7, 1), (32, 1), (195, 1), (224, 1)]"
1477,torturar,"[(7, 1), (151, 1), (165, 1), (172, 1), (216, 1), (224, 2), (249, 1)]"
1478,matar,"[(7, 1), (31, 3), (74, 1), (99, 1), (112, 1), (151, 4), (160, 1), (164, 1), (180, 1), (195, 1), (224, 4), (230, 1), (241, 1), (247, 1)]"
1479,opositores,"[(7, 2), (63, 1), (84, 2), (151, 1), (165, 1), (166, 5), (185, 2), (213, 1), (216, 2), (225, 1), (240, 2), (247, 1)]"
